id,fecha,titulo,descripcion,tipo,fuente,fuente_url,legal_status,candidato_afectado,direccion,motif_primary,frame,emocion,dimension_impacto,region,intensidad,credibilidad,riesgo_desinformacion,canales_probables,perfiles_relevantes,resumen_para_agente,fecha_corte,source_strict,source_category,ownership_type,geographic_scope,candidate_scope,observation_role,event_cluster_id,event_cluster_size,source_class_balance_weight,model_sampling_weight,engagement_likes,engagement_reposts,engagement_comments,engagement_views,engagement_status
S096,2026-06-16,Telecaribe emite noticiero regional del 16 de junio con cobertura de noticias regionales y nacionales en semana electoral,Emisión de Las Noticias de Telecaribe del 16 de junio usada como fuente regional monitoreada; requiere extracción manual de segmentos electorales para claims específicos.,monitoreo_regional,Telecaribe,https://www.youtube.com/watch?v=m7fuDbJsxGU,medio_regional_monitoreado,AMBOS,contexto,telecaribe_cobertura_regional,cobertura_regional_caribe,contexto,medio_regional,Caribe / Regional,0.5,0.7,0.18,television_regional|youtube|facebook|whatsapp,Caribe|adulto_redes|trabajador_rebusque|campesino_rural,Emisión de Las Noticias de Telecaribe del 16 de junio usada como fuente regional monitoreada; requiere extracción manual de segmentos electorales para claims específicos.,2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-24b35cf367,1,0.638889,0.638889,,,,,not_applicable
S097,2026-06-16,Telemedellín anuncia entrevista de Hablemos de Elecciones con Abelardo de la Espriella,Medio regional anuncia entrega de Hablemos de Elecciones con Abelardo de la Espriella.,entrevista_regional,Telemedellín,https://www.facebook.com/telemedellin.tv/videos/este-lunes-llega-una-nueva-entrega-de-hablemos-de-elecciones-con-el-candidato-ab/1301753601507926/,entrevista_regional_anunciada,De la Espriella,positiva,telemedellin_entrevista_abelardo,voto_regional_antioquia,evaluacion,medio_regional,Antioquia / Medellín / Eje Cafetero,0.58,0.68,0.22,television_regional|facebook|youtube|whatsapp,Antioquia_EjeCafetero|adulto_redes|pequeno_empresario|profesional_urbano,Medio regional anuncia entrega de Hablemos de Elecciones con Abelardo de la Espriella.,2026-06-19,True,television,publico_regional,regional,De la Espriella,canonical_signal,EVT-78650217f9,1,0.589744,0.589744,,,,,not_applicable
S050,2026-06-17,El País compara economías: eficiencia de mercado de De la Espriella vs redistribución estatal de Cepeda,El País compara economías: eficiencia de mercado de De la Espriella vs redistribución estatal de Cepeda,contraste_programatico,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-17/eficiencia-o-redistribucion-las-economias-que-proponen-de-la-espriella-y-cepeda.html,analisis_programatico,AMBOS,contraste,eficiencia_vs_redistribucion,modelo_economico,evaluacion,economia,Nacional / Empresarios / Trabajadores,0.84,0.88,0.14,prensa_digital|television|radio|whatsapp|facebook,todos,El País compara economías: eficiencia de mercado de De la Espriella vs redistribución estatal de Cepeda,2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-7cdd50113c,1,0.638889,0.638889,,,,,not_applicable
S051,2026-06-17,Claudia López anuncia apoyo a Cepeda para segunda vuelta,Claudia López anuncia apoyo a Cepeda para segunda vuelta,apoyo_politico,Noticias Caracol,https://www.noticiascaracol.com/politica/elecciones-colombia/claudia-lopez-anuncia-su-apoyo-a-la-candidatura-de-ivan-cepeda-a-la-presidencia-de-la-republica-rg10,declaracion_publica,Cepeda,positiva,apoyo_claudia_lopez,centro_moderado,confianza,voto_centro,Bogotá / Centro urbano,0.78,0.88,0.12,prensa_digital|television|radio|whatsapp|facebook,todos,Claudia López anuncia apoyo a Cepeda para segunda vuelta,2026-06-19,True,television,privado,nacional,Cepeda,canonical_signal,EVT-0221b3c7db,1,0.589744,0.589744,,,,,not_applicable
S052,2026-06-17,El País reporta controversia por caso Beto Coral y lectura de persecución política,El País reporta controversia por caso Beto Coral y lectura de persecución política,controversia_digital,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-17/la-segunda-vuelta-de-las-elecciones-en-colombia-en-vivo.html,controversia_reportada,AMBOS,mixta,beto_coral_persecucion,libertad_expresion_injerencia,indignacion,polarizacion_digital,Digital / Exterior,0.66,0.74,0.34,prensa_digital|television|radio|whatsapp|twitter_x|facebook|instagram|youtube,todos,El País reporta controversia por caso Beto Coral y lectura de persecución política,2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-4ce4a10bb8,1,0.638889,0.638889,,,,,not_applicable
S053,2026-06-17,"El País describe clima electoral asfixiante con polarización, ataques e imágenes manipuladas","El País describe clima electoral asfixiante con polarización, ataques e imágenes manipuladas",clima_informativo,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-17/un-clima-electoral-asfixiante.html,analisis_periodistico,AMBOS,mixta,clima_asfixiante_desinformacion,ruido_informacional,fatiga,desinformacion,Nacional / Digital,0.9,0.82,0.6,prensa_digital|television|radio|whatsapp|twitter_x|facebook|instagram|youtube,todos,"El País describe clima electoral asfixiante con polarización, ataques e imágenes manipuladas",2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-ef9d21b189,1,0.638889,0.638889,,,,,not_applicable
S071,2026-06-17,Gustavo Bolívar afirma que el país se va a incendiar si triunfa la extrema derecha,Semana y El País reportan polémica por declaraciones de Gustavo Bolívar sobre posible incendio social si gana De la Espriella.,declaracion_polemica,Semana / El País,https://www.semana.com/politica/articulo/gustavo-bolivar-dice-que-si-gana-abelardo-de-la-espriella-los-empresarios-quedan-notificados-el-pais-se-va-a-incendiar/202657/,declaracion_polemica_reportada,Cepeda,negativa,incendio_social_bolivar,convulsion_social,miedo,orden_publico,Nacional / Digital / Empresarial,0.9,0.78,0.28,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,todos,"Bolívar plantea que un triunfo de De la Espriella podría generar incendio social; la declaración activa miedo, rechazo o movilización según perfil.",2026-06-19,True,prensa_privada,privado,nacional,Cepeda,canonical_signal,EVT-72875f20ad,1,0.851852,0.851852,,,,,not_applicable
S072,2026-06-17,El País analiza el fantasma de convulsión social en la recta final electoral,"El País reúne advertencias de convulsión social, alertas de seguridad y clima de tensión frente a una eventual victoria de De la Espriella.",clima_informativo,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-17/el-fantasma-de-la-convulsion-social-amenaza-la-recta-final-de-las-presidenciales-en-colombia-todo-comenzara-el-dia-en-que-ese-man-quede.html,analisis_periodistico,AMBOS,mixta,fantasma_convulsion_social,miedo_postelectoral,miedo,orden_publico,Bogotá / Cali / Medellín / Barranquilla / Nacional,0.92,0.84,0.28,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,todos,La posibilidad de disturbios y convulsión social se vuelve narrativa central en la recta final.,2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-5254723419,1,0.638889,0.638889,,,,,not_applicable
S073,2026-06-17,AP reporta liberación de dos policías retenidos por el ELN antes de la elección,"AP reporta liberación de dos policías retenidos por el ELN, señal que conecta elección, conflicto armado y propuestas de paz o mano dura.",seguridad_conflicto,AP,https://apnews.com/article/7d138bb0aa73fd966ad3e3eb61e800df,hecho_reportado,AMBOS,mixta,eln_liberacion_policias,paz_vs_mano_dura,incertidumbre,seguridad,Arauca / Territorios ELN / Nacional,0.78,0.88,0.14,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,campesino_rural|adulto_mayor_offline|profesional_urbano|territorios_conflicto,"La liberación de policías retenidos por el ELN entra al debate sobre paz, secuestro, seguridad y negociación.",2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-873122d603,1,0.638889,0.638889,,,,,not_applicable
S074,2026-06-17,"Reuters entrevista al ELN: dice estar abierto a diálogo, pero capaz de sobrevivir ofensiva militar","Reuters reporta posición del ELN frente al próximo gobierno, diálogo, ofensiva militar y continuidad de secuestros económicos.",seguridad_conflicto,Reuters,https://www.reuters.com/world/americas/colombias-eln-open-talks-with-new-president-says-it-can-survive-military-2026-06-17/,entrevista_grupo_armado_reportada,AMBOS,mixta,eln_dialogo_o_guerra,paz_total_vs_mano_dura,miedo,seguridad,Territorios ELN / Nacional,0.88,0.9,0.18,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,campesino_rural|adulto_mayor_offline|territorios_conflicto|profesional_urbano,"El ELN plantea disposición a dialogar y capacidad de resistir una ofensiva, intensificando el contraste paz vs mano dura.",2026-06-19,True,internacional,internacional_privado,internacional,AMBOS,canonical_signal,EVT-0225c1bbd2,1,1.642857,1.642857,,,,,not_applicable
S075,2026-06-17,Congresistas demócratas de EE.UU. denuncian posible injerencia de Trump en Colombia,El País reporta carta de congresistas demócratas sobre respaldo de Trump a De la Espriella y solicitud de investigación.,controversia_internacional,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-17/un-grupo-de-congresistas-democratas-denuncia-en-una-carta-la-injerencia-de-trump-en-las-elecciones-de-colombia.html,carta_publica_reportada,De la Espriella,negativa,democratas_eeuu_injerencia,soberania_y_legalidad,desconfianza,politica_exterior,Internacional / Nacional / Exterior,0.82,0.84,0.18,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,exterior|profesional_urbano|adulto_redes|voto_centro,Críticas desde congresistas demócratas de EE.UU. vuelven polémico el apoyo de Trump a De la Espriella.,2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,canonical_signal,EVT-4b70d4a1b8,1,0.638889,0.638889,,,,,not_applicable
S107,2026-06-17,Caracol Radio reporta debate por suspensión de ZUT de disidentes en Putumayo,"Caracol Radio reportó acción de Asocapitales contra decreto sobre traslado de integrantes de Comandos de Frontera en Putumayo, vinculando paz territorial y legitimidad.",radio_nacional_conflicto,Caracol Radio,https://caracol.com.co/2026/06/17/la-paz-necesita-legitimidad-asocapitales-por-orden-de-suspender-zut-de-disidentes-en-putumayo/,controversia_institucional,AMBOS,mixta,zut_putumayo_legitimidad_paz,paz_territorial_disidencias,desconfianza,territorio_rural,Putumayo / Frontera / Rural,0.78,0.82,0.2,radio_local|radio_regional|radio_nacional|prensa_digital|whatsapp|facebook|television_regional,campesino_rural|territorios_conflicto|soldado|adulto_mayor_offline|transportador,"Caracol Radio reportó acción de Asocapitales contra decreto sobre traslado de integrantes de Comandos de Frontera en Putumayo, vinculando paz territorial y legitimidad.",2026-06-19,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-23fc1e892a,1,0.793103,0.793103,,,,,not_applicable
S054,2026-06-18,Cepeda insiste en debatir con De la Espriella a tres días de la elección,Cepeda insiste en debatir con De la Espriella a tres días de la elección,debate_presidencial,Noticias RCN,https://www.noticiasrcn.com/colombia/ivan-cepeda-insiste-en-debatir-con-abelardo-de-la-espriella-a-tres-dias-de-las-elecciones-a-la-presidencia-1031664,declaracion_publica,Cepeda,positiva,insistencia_debate_final,confrontacion_modelos,reto,rendicion_cuentas,Nacional,0.76,0.84,0.14,prensa_digital|television|radio|whatsapp|facebook,todos,Cepeda insiste en debatir con De la Espriella a tres días de la elección,2026-06-19,True,television,privado,nacional,Cepeda,canonical_signal,EVT-45cbf8966c,1,0.589744,0.589744,,,,,not_applicable
S055,2026-06-18,"Movimientos sociales, sindicatos, artistas y estudiantes revitalizan recta final de campaña de Cepeda","Movimientos sociales, sindicatos, artistas y estudiantes revitalizan recta final de campaña de Cepeda",movilizacion_social,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/movimientos-sociales-sindicatos-artistas-y-estudiantes-las-bases-de-ivan-cepeda-revitalizan-la-recta-final-de-la-campana.html,hecho_reportado,Cepeda,positiva,bases_sociales_cepeda,movilizacion_progresista,esperanza,movilizacion_social,Bogotá / Universidades / Organizaciones / Nacional,0.82,0.84,0.16,prensa_digital|television|radio|whatsapp|facebook,todos,"Movimientos sociales, sindicatos, artistas y estudiantes revitalizan recta final de campaña de Cepeda",2026-06-19,True,otro,no_clasificado,no_clasificado,Cepeda,canonical_signal,EVT-2df7d47d08,1,0.638889,0.638889,,,,,not_applicable
S056,2026-06-18,"El País caracteriza a De la Espriella como outsider antipetro, costeño y millonario","El País caracteriza a De la Espriella como outsider antipetro, costeño y millonario",analisis_perfil,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/antipetro-outsider-costeno-y-millonario-las-claves-del-fenomeno-abelardo-de-la-espriella.html,analisis_periodistico,De la Espriella,mixta,outsider_antipetro_costeno,lider_fuerte_aspiracional,orden,imagen_candidato,Nacional / Caribe,0.8,0.84,0.16,prensa_digital|television|radio|whatsapp|facebook,todos,"El País caracteriza a De la Espriella como outsider antipetro, costeño y millonario",2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,canonical_signal,EVT-ea7aa894cb,1,0.638889,0.638889,,,,,not_applicable
S057,2026-06-18,El País analiza expansión regional de ultraderecha y mano dura como marco para Colombia,El País analiza expansión regional de ultraderecha y mano dura como marco para Colombia,analisis_ideologico,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/la-epidemia-de-la-ultraderecha-contagia-a-colombia.html,analisis_periodistico,De la Espriella,mixta,ultraderecha_mano_dura_regional,ola_regional,miedo_orden,ideologia,Nacional / Internacional,0.76,0.78,0.18,prensa_digital|television|radio|whatsapp|facebook,todos,El País analiza expansión regional de ultraderecha y mano dura como marco para Colombia,2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,canonical_signal,EVT-f1cbb26516,1,0.638889,0.638889,,,,,not_applicable
S058,2026-06-18,"Noticias Caracol mantiene cobertura electoral de servicios, lugar de votación e información para electores","Noticias Caracol mantiene cobertura electoral de servicios, lugar de votación e información para electores",pedagogia_electoral,Noticias Caracol,https://www.noticiascaracol.com/noticias/servicio-elecciones-2026,pedagogia_electoral,AMBOS,contexto,servicio_electoral_votante,participacion,certeza,participacion,Nacional,0.58,0.88,0.08,prensa_digital|television|radio|whatsapp|facebook,todos,"Noticias Caracol mantiene cobertura electoral de servicios, lugar de votación e información para electores",2026-06-19,True,television,privado,nacional,AMBOS,canonical_signal,EVT-c0d0993ce5,1,0.589744,0.589744,,,,,not_applicable
S076,2026-06-18,El País describe bases organizadas de De la Espriella entre militares retirados e iglesias evangélicas,El País reporta que militares retirados e iglesias evangélicas son bases organizadas de la campaña de De la Espriella.,base_social_organizada,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/militares-retirados-e-iglesias-evangelicas-las-bases-organizadas-del-ultraderechista-abelardo-de-la-espriella.html,analisis_periodistico,De la Espriella,positiva,militares_evangelicos_de_la_espriella,orden_religion_honor_militar,identidad,religion_valores,Nacional / Iglesias / Fuerza pública retirada,0.84,0.84,0.18,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp|iglesias,adulto_mayor_offline|adulto_redes|pequeno_empresario|conservadores_religiosos,Militares retirados e iglesias evangélicas son presentados como bases organizadas de De la Espriella.,2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,canonical_signal,EVT-226f4fa3cf,1,0.638889,0.638889,,,,,not_applicable
